threshold,auc_I,auc_II,mean_conf_correct,mean_conf_incorrect,conf_var_correct,conf_var_incorrect,day,set,subject
0.227034187,0.893686495,0.663157895,2.9412,2.3333,0.87889,0.22222,1,1,15
0.625304075,0.758382959,0.875,3,1.4,0.4,0.24,1,1,15
0.248938036,0.910544585,0.657894737,2.5882,2,0.47751,0,1,1,15
0.124764566,0.980983335,0.545454545,2.7,NaN,0.51,NaN,1,1,15
0.272955129,0.82555,0.7265625,2.7143,1.6667,0.91837,0.22222,1,1,15
0.176234633,0.972675775,0.626984127,2.3684,1,0.65374,0,1,1,15
0.084351199,0.867737755,0.53125,2.9444,3,0.052469,0,1,2,16
0.086315991,0.83727289,0.489473684,2.8235,3,0.26298,0,1,2,16
0.099104017,0.696,0.515625,3,3,0,0,1,2,16
0.103774646,0.641615495,0.477777778,2.8462,3,0.28402,0,1,2,16
0.046354431,0.9802,0.613636364,3,NaN,0,NaN,1,2,16
0.057028409,0.90343317,0.571428571,3,3,0,0,1,2,16
0.086315991,0.604880755,0.578125,3,2.6667,0,0.55556,1,2,16
0.090383938,0.82291679,0.740740741,2.8462,1.8571,0.28402,0.69388,1,2,16
0.065477375,0.87621122,0.694444444,3,2,0,1,1,2,16
0.075178085,0.70416683,0.521008403,3,3,0,0,1,2,16
0.068563228,0.803750268,0.426315789,2.6471,3,0.34602,0,1,2,16
0.082431131,0.7401,0.578125,3,2.6667,0,0.55556,1,2,16
0.119149235,0.7795,0.5,2.875,3,0.23438,0,1,2,16
0.106191868,0.72458317,0.521008403,3,3,0,0,1,2,16
0.106191868,0.737727545,0.491596639,2.8667,3,0.24889,0,1,2,16
0.121924577,0.613351519,0.515625,2.7143,2.6667,0.4898,0.55556,1,2,16
0.078721119,0.9802,0.738095238,3,1,0,0,1,2,16
0.080554769,0.90343317,0.55,3,3,0,0,1,2,16
0.096848134,0.57676683,0.521008403,3,3,0,0,1,2,16
0.063986928,0.975983353,0.714285714,2.8947,1,0.19945,0,1,2,16
0.080554769,0.8626,0.659663866,3,2.4,0,0.64,1,2,16
0.073466823,0.77155,0.5,2.875,3,0.23438,0,1,2,16
0.062530408,0.92305,0.6125,2.7222,2,0.31173,1,1,2,16
0.070160271,0.67885,0.491596639,2.8667,3,0.24889,0,1,2,16
0.099104017,0.984316665,0.873015873,4,3,0,0,1,1,17
0.101412446,0.938800205,0.8,4,3.3333,0,0.22222,1,1,17
0.049669668,0.9851,0.840909091,4,NaN,0,NaN,1,1,17
0.054461708,0.936,0.666666667,3.7895,4,0.48199,0,1,1,17
0.216815966,0.396,0.471428571,3.75,3.75,0.4375,0.6875,1,1,17
0.057028409,0.711666563,0.537815126,3.9333,4,0.062222,0,1,1,17
0.057028409,0.720808385,0.504201681,3.7333,4,0.59556,0,1,1,17
0.071794514,0.7325,0.607407407,3.9231,3.7143,0.071006,0.20408,1,1,17
0.061107042,0.804791813,0.62037037,3.75,3.25,0.5625,1.6875,1,1,17
0.057028409,0.860769376,0.652777778,3.9375,3.25,0.058594,1.6875,1,1,17
0.272955129,0.578666765,0.734265734,3.6667,2.0909,0.88889,2.0826,1,1,17
0.063986928,0.836190336,0.578947368,3.8235,4,0.49827,0,1,1,17
0.096848134,0.98415,0.8875,4,3,0,0,1,1,17
0.121924577,0.877827885,0.739495798,3.9333,3.4,0.062222,0.24,1,1,17
0.080554769,0.94055,0.714285714,4,4,0,0,1,1,17
0.090383938,0.8465,0.610526316,4,4,0,0,1,1,17
0.099104017,0.78666689,0.579831933,3.8667,3.8,0.11556,0.16,1,1,17
0.084351199,0.814791773,0.568421053,3.8824,4,0.10381,0,1,1,17
0.088326548,0.84020821,0.697478992,4,3.6,0,0.24,1,1,17
0.045299276,0.9851,0.840909091,4,NaN,0,NaN,1,1,17
0.055730284,0.940505105,0.682539683,3.8947,4,0.094183,0,1,1,17
0.078721119,0.76648375,0.60546875,4,3.8333,0,0.13889,1,1,17
0.076929208,0.753,0.6328125,3.7857,3.3333,0.59694,1.2222,1,1,17
0.059716076,0.694642785,0.550925926,3.8125,4,0.52734,0,1,1,17
0.160727896,0.84782844,0.638888889,3.625,3.25,0.35938,0.6875,1,2,18
0.136801626,0.922424335,0.742105263,3.7647,3,0.29758,0.66667,1,2,18
0.090383938,0.964683353,0.777777778,3.6842,3,0.21607,0,1,2,18
0.111196536,0.784670501,0.569444444,2.9375,2.75,1.0586,0.6875,1,2,18
0.063986928,0.9851,0.761363636,3.65,NaN,0.3275,NaN,1,2,18
0.067002539,0.973635875,0.714285714,3.1053,2,0.6205,0,1,2,18
0.090383938,0.73083321,0.711111111,3.2308,2.2857,1.1006,0.77551,1,2,18
0.153493949,0.565824115,0.594405594,3.1818,2.7778,0.87603,0.83951,1,2,18
0.080554769,0.88883799,0.759259259,3.625,3,0.23438,0,1,2,18
0.082431131,0.930952147,0.726851852,3.75,3.25,0.1875,0.1875,1,2,18
0.065477375,0.96030257,0.698412698,3.4211,3,0.34903,0,1,2,18
0.078721119,0.796,0.50462963,3.0625,3.25,1.0586,0.6875,1,2,18
0.071794514,0.79808046,0.600840336,3,2.6,0.93333,1.04,1,2,18
0.103774646,0.697474358,0.678571429,2.5,1.75,0.75,0.4375,1,2,18
0.111196536,0.650050178,0.507142857,2.0833,1.875,1.4097,0.35938,1,2,18
0.080554769,0.850252094,0.536842105,2.4706,2.3333,0.60208,0.22222,1,2,18
0.108665394,0.72955,0.640740741,2.8462,2.4286,0.59172,0.2449,1,2,18
0.09248925,0.85329184,0.541666667,2.4375,2.25,0.87109,0.1875,1,2,18
0.376782965,0.532788131,0.625874126,2.5556,2.0909,0.69136,0.44628,1,2,18
0.111196536,0.8095,0.638655462,3,2.6,0.26667,0.24,1,2,18
0.096848134,0.949097361,0.6875,3.6111,3,0.23765,1,1,2,18
0.111196536,0.86916679,0.68907563,3.5333,3,0.51556,0.4,1,2,18
0.099104017,0.8901511,0.636842105,3.1176,2.6667,0.57439,0.88889,1,2,18
0.088326548,0.887966648,0.657894737,3.1176,2.6667,0.57439,0.22222,1,2,18
0.211880632,0.908535006,0.747368421,3.5882,3,0.35986,0,1,1,19
0.20705764,0.89600918,0.662037037,2.9375,2.5,0.058594,0.25,1,1,19
0.160727896,0.90105,0.5625,3.0556,3,0.27469,1,1,1,19
0.180339665,0.832291688,0.62037037,3.8125,3.5,0.27734,0.75,1,1,19
0.130644538,0.92550462,0.603174603,3.5789,4,0.45429,0,1,1,19
0.157069282,0.8385,0.62962963,3.375,2.75,0.60938,1.6875,1,1,19
0.136801626,0.91466546,0.615789474,3.0588,2.6667,0.87889,0.88889,1,1,19
0.184540316,0.696041688,0.551851852,2.7692,2.5714,0.63905,0.81633,1,1,19
0.101412446,0.97772627,0.76984127,3.3684,2,0.44321,0,1,1,19
0.113786636,0.964841688,0.8,3.6111,2.5,0.34877,0.25,1,1,19
0.184540316,0.648383417,0.596428571,3,2.625,1,0.73438,1,1,19
0.193237433,0.718022101,0.642857143,3.25,2.625,1.0208,1.2344,1,1,19
0.160727896,0.96959548,0.84375,3.6111,2,0.34877,0,1,1,19
0.184540316,0.807727485,0.560185185,2.875,2.75,0.10938,0.1875,1,1,19
0.188838812,0.78687496,0.56302521,2.7333,2.6,0.72889,0.24,1,1,19
0.143248888,0.92161575,0.69375,3.7778,3.5,0.17284,0.25,1,1,19
0.146585583,0.839061151,0.647368421,3.7647,3.3333,0.17993,0.88889,1,1,19
0.153493949,0.88202813,0.740740741,3.25,2.25,0.5625,0.6875,1,1,19
0.136801626,0.90729175,0.615789474,3.2941,3,0.56055,0.66667,1,1,19
0.146585583,0.7815,0.584033613,3.3333,3.2,0.35556,0.16,1,1,19
0.099104017,0.94404977,0.587301587,3.5263,4,0.45983,0,1,1,19
0.124764566,0.772252943,0.541666667,3.4375,3.5,0.37109,0.25,1,1,19
0.127670706,0.91675336,0.785714286,3.3333,2,0.48889,0.8,1,1,19
0.127670706,0.7690625,0.546218487,3.5333,3.6,0.51556,0.24,1,1,19
0.113786636,0.93755,0.731578947,3.3529,2.3333,0.34602,0.88889,1,2,20
0.084351199,0.901925108,0.60625,3.1667,3,0.36111,0,1,2,20
0.094643602,0.797,0.541666667,3,2.75,0.25,1.1875,1,2,20
0.09248925,0.799898685,0.527777778,3,3,0.125,0.5,1,2,20
0.075178085,0.927962167,0.6625,3.0556,2.5,0.3858,0.25,1,2,20
0.096848134,0.70671696,0.59375,3.0714,2.8333,0.066327,0.47222,1,2,20
0.070160271,0.85655,0.41875,2.8889,3.5,0.32099,0.25,1,2,20
0.076929208,0.81805,0.592592593,3,2.75,0.375,0.1875,1,2,20
0.139988145,0.631098858,0.513986014,2.6364,2.5556,0.41322,0.69136,1,2,20
0.096848134,0.738591688,0.58984375,3.0714,2.8333,0.35204,0.13889,1,2,20
0.088326548,0.824335809,0.739495798,3.4667,2.6,0.38222,0.64,1,2,20
0.088326548,0.885201625,0.731481481,3.25,2.5,0.3125,0.25,1,2,20
0.088326548,0.90116117,0.75462963,3.3125,2.25,0.33984,0.6875,1,2,20
0.070160271,0.921211185,0.65625,3,2.5,0.44444,0.25,1,2,20
0.070160271,0.741309315,0.564814815,3.125,3,0.35938,0.5,1,2,20
0.075178085,0.664166625,0.504201681,2.7333,2.8,0.19556,0.56,1,2,20
0.133687641,0.69734179,0.667832168,3.1818,2.6667,0.33058,0.22222,1,2,20
0.054461708,0.940168779,0.587301587,3.0526,3,0.47091,0,1,2,20
0.106191868,0.741458478,0.582142857,2.8333,2.625,0.13889,0.23438,1,2,20
0.101412446,0.707979524,0.577777778,2.6923,2.4286,0.52071,0.81633,1,2,20
0.071794514,0.958016768,0.7,3.1667,2.5,0.25,0.25,1,2,20
0.080554769,0.746716585,0.613445378,3.0667,2.8,0.59556,0.16,1,2,20
0.059716076,0.92712077,0.571428571,3,3,0.52632,0,1,2,20
0.133687641,0.698174875,0.751748252,3.1818,2.2222,0.5124,0.39506,1,2,20
0.057028409,0.947133495,0.6875,3.7222,3.5,0.42284,0.25,2,1,1
0.047434165,0.9255,0.563492063,3.3684,4,0.86427,0,2,1,1
0.058356772,0.79038487,0.5703125,3.0714,2.8333,0.78061,0.80556,2,1,1
0.044268138,0.9736,0.826315789,3.4706,1.6667,0.71972,0.22222,2,1,1
0.044268138,0.867423895,0.557894737,2.8235,2.6667,0.96886,0.88889,2,1,1
0.048539049,0.840457189,0.609243697,2.7333,2.4,0.32889,0.24,2,1,1
0.059716076,0.688535478,0.622222222,3.3846,3,0.39053,0.57143,2,1,1
0.048539049,0.88822508,0.739495798,2.8,2,0.42667,0,2,1,1
0.045299276,0.795,0.537037037,3.375,3.5,0.60938,0.25,2,1,1
0.172223043,0.65055,0.704861111,3.1,2.4,0.49,0.24,2,1,1
0.067002539,0.77282852,0.69921875,3.5,2.6667,0.53571,0.88889,2,1,1
0.058356772,0.94260004,0.810185185,3.5625,2.25,0.37109,0.6875,2,1,1
0.046354431,0.92984855,0.642857143,3.6842,4,0.63712,0,2,1,1
0.047434165,0.80505,0.463157895,3.4118,4,0.83045,0,2,1,1
0.03945402,0.907,0.6125,3.2778,3,0.86728,1,2,1,1
0.048539049,0.792,0.558823529,3.5333,3.6,0.64889,0.24,2,1,1
0.049669668,0.8215,0.73046875,3.6429,2.6667,0.37245,0.88889,2,1,1
0.057028409,0.75805,0.644444444,3.0769,2.5714,0.99408,0.2449,2,1,1
0.053222008,0.709835362,0.48828125,3.2143,3.3333,0.31122,0.22222,2,1,1
0.041313431,0.952025,0.7,2.6111,1.5,0.34877,0.25,2,1,1
0.061107042,0.62070742,0.518518519,3.6923,3.7143,0.21302,0.20408,2,1,1
0.040373022,0.914424858,0.5875,3.1111,3,0.54321,0,2,1,1
0.047434165,0.76888914,0.609243697,3.4667,3.2,0.51556,0.56,2,1,1
0.042275744,0.880709483,0.740740741,3.375,2.5,0.85938,0.25,2,1,1
0.018883881,0.8765,0.56875,3.7222,4,0.31173,0,2,2,2
0.15,0.7463,0.663194444,3.8,3.3,0.16,0.41,2,2,2
0.020234443,0.818,0.668067227,3.6667,3.2,0.35556,0.56,2,2,2
0.036820634,0.6495,0.63986014,3.7273,3.3333,0.38017,0.44444,2,2,2
0.026067012,0.784505666,0.58203125,3.7857,3.6667,0.16837,0.22222,2,2,2
0.027931307,0.926359275,0.69375,3.7778,3.5,0.17284,0.25,2,2,2
0.021188063,0.9791,0.85625,3.8333,2.5,0.13889,0.25,2,2,2
0.032069431,0.670757961,0.614814815,3.9231,3.5714,0.071006,0.53061,2,2,2
0.020705764,0.93646471,0.75,3.9444,3.5,0.052469,0.25,2,2,2
0.035163432,0.683928646,0.614285714,3.5,3.125,0.41667,0.60938,2,2,2
0.021681597,0.956091608,0.821052632,3.7059,2.6667,0.20761,0.22222,2,2,2
0.020234443,0.92550462,0.725,3.7778,3,0.17284,1,2,2,2
0.017222304,0.88005011,0.642105263,3.8235,3.6667,0.14533,0.22222,2,2,2
0.017222304,0.75405,0.490740741,3.75,4,0.1875,0,2,2,2
0.018883881,0.7385,0.537815126,3.6667,3.8,0.48889,0.16,2,2,2
0.022703419,0.37745,0.385185185,3.6154,4,0.23669,0,2,2,2
0.023232249,0.609596294,0.488888889,3.6154,3.7143,0.23669,0.20408,2,2,2
0.01607279,0.91305,0.6625,3.6667,3.5,0.33333,0.25,2,2,2
0.016830277,0.86621228,0.610526316,3.7059,3.6667,0.32526,0.22222,2,2,2
0.018883881,0.794375125,0.676470588,3.8667,3.2,0.24889,0.96,2,2,2
0.020234443,0.748022275,0.5859375,3.9286,3.6667,0.066327,0.55556,2,2,2
0.019773851,0.7605,0.65234375,3.6429,3.3333,0.37245,0.22222,2,2,2
0.026674191,0.721263955,0.621428571,3.5833,3.25,0.40972,0.4375,2,2,2
0.020234443,0.892967152,0.694444444,3.875,3.5,0.10938,0.25,2,2,2
0.055730284,0.747907379,0.575630252,2.6,2.2,1.04,0.96,2,1,3
0.042275744,0.91855,0.525,2.3333,2,0.66667,1,2,1,3
0.059716076,0.80705,0.6953125,2.6429,2,0.37245,0.33333,2,1,3
0.049669668,0.875908715,0.536842105,2.4118,2.3333,0.7128,0.22222,2,1,3
0.040373022,0.86833348,0.45,2.6667,3,0.33333,0,2,1,3
0.058356772,0.735505315,0.522222222,2.4615,2.4286,0.55621,0.81633,2,1,3
0.046354431,0.88444452,0.699074074,2.6875,1.75,0.33984,0.6875,2,1,3
0.053222008,0.851,0.7890625,2.7857,1.3333,0.45408,0.55556,2,1,3
0.024327151,0.980983335,0.568181818,2.8,NaN,0.36,NaN,2,1,3
0.035982494,0.937852256,0.6375,2.8333,2,0.47222,1,2,1,3
0.035163432,0.873176974,0.589473684,2.1765,1.6667,0.49827,0.22222,2,1,3
0.038555937,0.727788187,0.428571429,1.5333,1.6,0.38222,0.24,2,1,3
0.035982494,0.9771,0.738095238,3.0526,1,0.57618,0,2,1,3
0.037678296,0.95760004,0.68125,2.5556,1.5,0.46914,0.25,2,1,3
0.03945402,0.931433365,0.828703704,2.8125,1.25,0.15234,0.1875,2,1,3
0.029247669,0.953007074,0.571428571,2.1579,1,0.65928,0,2,1,3
0.024327151,0.9802,0.69047619,2.8947,2,0.30471,0,2,1,3
0.035982494,0.8516,0.7734375,2.7857,1.5,0.45408,0.58333,2,1,3
0.035982494,0.754383235,0.71875,2.5714,1.6667,0.38776,0.55556,2,1,3
0.034363015,0.74005,0.53515625,2.3571,2.1667,0.94388,0.80556,2,1,3
0.032816424,0.85551671,0.697478992,2.6667,1.8,0.62222,0.56,2,1,3
0.03945402,0.808502183,0.6953125,2.5714,1.8333,0.38776,0.47222,2,1,3
0.033580817,0.85737336,0.601851852,2.4375,2,0.74609,0.5,2,1,3
0.03945402,0.712625954,0.50390625,1.9286,1.8333,0.63776,0.47222,2,1,3
0.067002539,0.91767581,0.726851852,2.5625,1.5,0.62109,0.25,2,2,4
0.080554769,0.76105,0.58984375,2,1.5,0.85714,0.58333,2,2,4
0.065477375,0.837632575,0.592592593,2.25,1.75,0.8125,0.1875,2,2,4
0.078721119,0.781041523,0.61328125,2.5,2,0.53571,0.66667,2,2,4
0.036820634,0.982877275,0.670454545,3.25,NaN,0.7875,NaN,2,2,4
0.033580817,0.9802,0.545454545,2.7,NaN,1.11,NaN,2,2,4
0.03945402,0.967119725,0.523809524,1.8421,1,0.34349,0,2,2,4
0.036820634,0.9361,0.5625,1.7778,1,0.61728,0,2,2,4
0.026674191,0.88111122,0.3875,1.7222,2,0.20062,1,2,2,4
0.028581911,0.83255,0.579831933,2,1.6,0.53333,0.64,2,2,4
0.025473655,0.923224938,0.642105263,1.7059,1,0.20761,0,2,2,4
0.03945402,0.606149197,0.482142857,1.25,1.25,0.1875,0.1875,2,2,4
0.031339442,0.887341773,0.4125,2.3889,3,0.79321,1,2,2,4
0.028581911,0.825484731,0.36875,1.4444,1.5,0.46914,0.25,2,2,4
0.063986928,0.559216728,0.496503497,2,2,0.54545,0.22222,2,2,4
0.049669668,0.684226008,0.596296296,2.3077,1.8571,0.8284,0.69388,2,2,4
0.035982494,0.833127096,0.564814815,1.9375,1.5,0.68359,0.75,2,2,4
0.041313431,0.756716688,0.533613445,2.1333,1.8,1.1822,0.56,2,2,4
0.030626069,0.96265,0.531746032,1.8947,1,0.40997,0,2,2,4
0.03945402,0.861299898,0.668067227,1.9333,1.2,0.59556,0.16,2,2,4
0.029247669,0.919475023,0.55625,2.0556,1.5,0.49691,0.25,2,2,4
0.024327151,0.95403941,0.492063492,2.2105,2,0.48199,0,2,2,4
0.038555937,0.759216728,0.651851852,1.6154,1.1429,0.23669,0.12245,2,2,4
0.029928935,0.860933478,0.564814815,1.6875,1.25,0.46484,0.1875,2,2,4
0.068563228,0.79155,0.630252101,4,3.8,0,0.16,2,1,5
0.054461708,0.881,0.59375,3.8333,4,0.13889,0,2,1,5
0.073466823,0.755151785,0.671875,4,3.3333,0,0.88889,2,1,5
0.061107042,0.768125165,0.583333333,4,4,0,0,2,1,5
0.043260473,0.95081927,0.666666667,3.8421,4,0.13296,0,2,1,5
0.049669668,0.88254986,0.663157895,3.3529,3,0.69896,0,2,1,5
0.053222008,0.866538601,0.75,3.6875,2.75,0.46484,0.6875,2,1,5
0.053222008,0.805258273,0.655462185,3.5333,3,0.51556,0.8,2,1,5
0.043260473,0.839949655,0.5,3.6471,4,0.34602,0,2,1,5
0.055730284,0.761060881,0.5625,3.6429,3.5,0.37245,0.58333,2,1,5
0.057028409,0.782966505,0.578125,3.8571,3.6667,0.26531,0.55556,2,1,5
0.045299276,0.967023106,0.705263158,3.4706,3,0.48443,0,2,1,5
0.044268138,0.783296942,0.592436975,3.8667,3.6,0.11556,0.64,2,1,5
0.078721119,0.72197285,0.513986014,3.7273,3.7778,0.38017,0.17284,2,1,5
0.172223043,0.638535599,0.611111111,3.5,3.2,0.65,0.36,2,1,5
0.055730284,0.814791773,0.568421053,3.8824,4,0.10381,0,2,1,5
0.053222008,0.90588317,0.631578947,3.7647,3.6667,0.29758,0.22222,2,1,5
0.047434165,0.97510002,0.85,3.8889,3,0.098765,0,2,1,5
0.037678296,0.980308353,0.857142857,3.8947,2,0.19945,0,2,1,5
0.044268138,0.852500063,0.685185185,3.4375,2.75,0.74609,0.6875,2,1,5
0.050826623,0.8265,0.6953125,3.9286,3.5,0.066327,0.25,2,1,5
0.041313431,0.87161631,0.666666667,3.75,3.5,0.4375,0.25,2,1,5
0.037678296,0.901071221,0.8,3.9412,2.6667,0.055363,0.88889,2,1,5
0.048539049,0.78222239,0.625,3.6429,3.3333,0.51531,0.55556,2,1,5
0.049669668,0.90055,0.731481481,3.375,2.5,0.73438,0.25,2,2,6
0.03945402,0.949425023,0.7375,3.1111,2,0.87654,0,2,2,6
0.050826623,0.717222924,0.611111111,2.4615,2,0.55621,1.1429,2,2,6
0.048539049,0.719450748,0.5625,2.9286,2.6667,0.63776,1.2222,2,2,6
0.036820634,0.937575351,0.69375,3.2222,2.5,0.61728,0.25,2,2,6
0.043260473,0.75624996,0.600840336,2.4667,2,0.78222,0.4,2,2,6
0.037678296,0.86855,0.510526316,2.2353,2,1.1211,0.66667,2,2,6
0.037678296,0.839343029,0.601851852,2.25,1.5,1.3125,0.25,2,2,6
0.033580817,0.964433235,0.773684211,2.8235,1.3333,0.73356,0.22222,2,2,6
0.042275744,0.77088354,0.62890625,2.0714,1.3333,1.2092,0.22222,2,2,6
0.037678296,0.819008273,0.600840336,2.0667,1.4,1.1289,0.24,2,2,6
0.038555937,0.860466688,0.739495798,2.6667,1.2,1.5556,0.16,2,2,6
0.041313431,0.75375004,0.518518519,3.375,3.5,0.35938,0.25,2,2,6
0.042275744,0.834008398,0.621848739,3.0667,2.8,0.99556,0.16,2,2,6
0.044268138,0.825,0.701680672,3.4667,2.8,0.78222,0.56,2,2,6
0.053222008,0.743333455,0.607407407,2.9231,2.5714,1.3018,0.53061,2,2,6
0.038555937,0.92792885,0.789473684,3.4118,2,0.59516,0.66667,2,2,6
0.062530408,0.67455,0.621428571,2.6667,2.25,0.72222,0.1875,2,2,6
0.048539049,0.786716619,0.714285714,3.2667,2.2,0.72889,1.36,2,2,6
0.045299276,0.822070345,0.574074074,2.4375,2,0.99609,0.5,2,2,6
0.032069431,0.97856155,0.73015873,3.0526,1,1.1025,0,2,2,6
0.030626069,0.95863536,0.595238095,2.3684,1,1.2853,0,2,2,6
0.044268138,0.765403588,0.609375,2.7143,2.1667,1.2041,0.13889,2,2,6
0.032816424,0.945151085,0.794736842,3,1.3333,0.70588,0.22222,2,2,6
0.053222008,0.744633335,0.546218487,1.4667,1.2,0.24889,0.16,2,2,7
0.047434165,0.908533854,0.526315789,1.4706,1,0.48443,0,2,2,7
0.053222008,0.81115,0.56302521,1.3333,1,0.22222,0,2,2,7
0.041313431,0.929475103,0.525,1.5556,1,0.35802,0,2,2,7
0.041313431,0.86575721,0.442105263,1.9412,2,0.76125,0,2,2,7
0.03945402,0.8495,0.4,1.2941,1.3333,0.20761,0.22222,2,2,7
0.048539049,0.73296683,0.53515625,1.2143,1,0.16837,0,2,2,7
0.038555937,0.8991,0.662037037,2.0625,1.25,0.55859,0.1875,2,2,7
0.042275744,0.824891643,0.504201681,1.6,1.4,0.50667,0.24,2,2,7
0.038555937,0.870504685,0.569444444,1.625,1.25,0.23438,0.1875,2,2,7
0.03945402,0.907742395,0.638888889,1.8125,1.25,0.15234,0.1875,2,2,7
0.057028409,0.664266483,0.575,1.25,1,0.1875,0,2,2,7
0.024327151,0.89947492,0.515789474,1.3529,1,0.22837,0,2,2,7
0.034363015,0.601954434,0.52962963,1.2308,1,0.33136,0,2,2,7
0.048539049,0.768383286,0.615384615,1.5455,1.2222,0.24793,0.17284,2,2,7
0.029247669,0.82367649,0.578703704,1.9375,1.5,0.43359,0.25,2,2,7
0.026674191,0.8445,0.457894737,1.6471,1.6667,0.34602,0.88889,2,2,7
0.029247669,0.785526025,0.569444444,1.625,1.25,0.23438,0.1875,2,2,7
0.027931307,0.730933375,0.388888889,1.375,1.5,0.35938,0.25,2,2,7
0.040373022,0.723314228,0.642857143,1.5,1,0.41667,0,2,2,7
0.025473655,0.847625441,0.426315789,1.6471,1.6667,0.34602,0.22222,2,2,7
0.053222008,0.56705,0.555944056,1.4545,1.2222,0.42975,0.17284,2,2,7
0.033580817,0.728177158,0.487394958,1.1333,1,0.11556,0,2,2,7
0.035982494,0.83546679,0.621848739,1.6667,1.2,0.22222,0.16,2,2,7
0.032816424,0.875819345,0.515789474,3.6471,4,0.58131,0,2,1,8
0.046354431,0.721318895,0.644444444,3.2308,2.7143,0.48521,0.4898,2,1,8
0.048539049,0.739999898,0.662962963,2.9231,2.1429,0.3787,0.97959,2,1,8
0.027931307,0.8301,0.396825397,2.3158,3,0.74238,0,2,1,8
0.037678296,0.96732225,0.865546218,3.2,1.6,0.29333,0.24,2,1,8
0.035982494,0.862133353,0.675925926,2.5625,1.75,0.24609,0.6875,2,1,8
0.053222008,0.853224858,0.728571429,2.1667,1.25,0.63889,0.1875,2,1,8
0.037678296,0.8005,0.596638655,2.4667,2,0.78222,0.8,2,1,8
0.031339442,0.91510007,0.55,3,3,0,0,2,1,8
0.032816424,0.91405,0.663157895,2.6471,1.6667,0.46367,0.88889,2,1,8
0.028581911,0.940050183,0.525,2.3333,2,0.77778,1,2,1,8
0.153493949,0.404596555,0.423611111,1.2,1.5,0.36,0.65,2,1,8
0.033580817,0.8466125,0.73125,3.8889,3.5,0.098765,0.25,2,1,8
0.032069431,0.9165,0.64375,3.2778,3,0.20062,0,2,1,8
0.03945402,0.571927901,0.31512605,2.0667,3,0.99556,0,2,1,8
0.029247669,0.958721474,0.71875,2.6111,1,0.57099,0,2,1,8
0.028581911,0.83955,0.547368421,3.2941,3.3333,0.20761,0.22222,2,1,8
0.035982494,0.817500205,0.72265625,2.9286,2.3333,0.066327,0.22222,2,1,8
0.030626069,0.85555,0.648148148,2.5,1.75,0.625,0.6875,2,1,8
0.055730284,0.66955,0.692307692,2.5455,1.7778,0.61157,0.61728,2,1,8
0.153493949,0.50245,0.5,3,3,0,0.2,2,1,8
0.040373022,0.89600918,0.53125,2.9444,3,0.052469,0,2,1,8
0.047434165,0.776458518,0.671875,2.8571,2,0.26531,1,2,1,8
0.080554769,0.494791688,0.423076923,2,2.3333,0.90909,0.66667,2,1,8
0.088326548,0.876666773,0.684210526,3.9412,3.6667,0.055363,0.22222,2,1,9
0.096848134,0.688749858,0.548148148,3.7692,3.7143,0.17751,0.20408,2,1,9
0.073466823,0.776868976,0.523148148,3.625,3.75,0.23438,0.1875,2,1,9
0.075178085,0.91355,0.782407407,3.6875,3,0.21484,0,2,1,9
0.101412446,0.640000355,0.533333333,4,4,0,0,2,1,9
0.096848134,0.76648375,0.60546875,4,3.8333,0,0.13889,2,1,9
0.121924577,0.599,0.521428571,4,4,0,0,2,1,9
0.121924577,0.6485,0.533333333,4,4,0,0,2,1,9
0.062530408,0.9851,0.840909091,4,NaN,0,NaN,2,1,9
0.050826623,0.9851,0.840909091,4,NaN,0,NaN,2,1,9
0.045299276,0.9851,0.840909091,4,NaN,0,NaN,2,1,9
0.052010528,0.948800165,0.714285714,4,4,0,0,2,1,9
0.058356772,0.8950001,0.65,4,4,0,0,2,1,9
0.061107042,0.866923255,0.773148148,3.875,3.25,0.10938,0.1875,2,1,9
0.193237433,0.407472625,0.461805556,3.8,3.9,0.16,0.09,2,1,9
0.202344432,0.52083325,0.5,3.8,3.8,0.16,0.16,2,1,9
0.061107042,0.88005011,0.65,4,4,0,0,2,1,9
0.061107042,0.891875165,0.65,4,4,0,0,2,1,9
0.221866258,0.546666853,0.538194444,4,3.9,0,0.09,2,1,9
0.111196536,0.60500039,0.521428571,4,4,0,0,2,1,9
0.070160271,0.763901341,0.589473684,3.9412,4,0.055363,0,2,1,9
0.043260473,0.9851,0.840909091,4,NaN,0,NaN,2,1,9
0.041313431,0.9851,0.840909091,4,NaN,0,NaN,2,1,9
0.075178085,0.688571735,0.546875,4,4,0,0,2,1,9
0.046354431,0.745,0.521008403,3,3,0,0,2,2,10
0.038555937,0.90971546,0.55,3,3,0,0,2,2,10
0.055730284,0.68375,0.511111111,3,3,0,0,2,2,10
0.067002539,0.62373725,0.507142857,3,3,0,0,2,2,10
0.062530408,0.67328164,0.511111111,3,3,0,0,2,2,10
0.075178085,0.61666704,0.507142857,3,3,0,0,2,2,10
0.049669668,0.9802,0.613636364,3,NaN,0,NaN,2,2,10
0.043260473,0.9361,0.571428571,3,3,0,0,2,2,10
0.044268138,0.8871,0.55,3,3,0,0,2,2,10
0.044268138,0.843,0.536842105,3,3,0,0,2,2,10
0.061107042,0.57424235,0.507142857,3,3,0,0,2,2,10
0.046354431,0.76541683,0.521008403,3,3,0,0,2,2,10
0.043260473,0.745,0.521008403,3,3,0,0,2,2,10
