threshold,auc_I,auc_II,mean_conf_correct,mean_conf_incorrect,conf_var_correct,conf_var_incorrect,day,set,subject
0.108665394,0.78984865,0.7,4,3.1429,0,0.97959,1,1,5
0.065477375,0.9839,0.80952381,3.7895,3,0.37673,0,1,1,5
0.076929208,0.84155,0.610526316,4,4,0,0,1,1,5
0.076929208,0.77005022,0.583333333,4,4,0,0,1,1,5
0.063986928,0.8663,0.65,4,4,0,0,1,1,5
0.078721119,0.68308109,0.5234375,3.6429,3.6667,0.51531,0.55556,1,1,5
0.058356772,0.98265,0.85,3.8889,3,0.20988,0,1,1,5
0.047434165,0.94005,0.69047619,3.8947,4,0.19945,0,1,1,5
0.108665394,0.6188,0.51048951,4,4,0,0,1,1,5
0.067002539,0.757708478,0.512605042,3.8667,4,0.11556,0,1,1,5
0.070160271,0.843131414,0.69921875,3.7143,3.1667,0.4898,0.47222,1,1,5
0.103774646,0.562083148,0.472027972,3.8182,4,0.33058,0,1,1,5
0.043260473,0.932,0.666666667,3.7895,4,0.37673,0,1,1,5
0.067002539,0.77747494,0.6328125,3.8571,3.5,0.26531,0.58333,1,1,5
0.062530408,0.581250103,0.449579832,3.5333,4,0.64889,0,1,1,5
0.058356772,0.858049835,0.583333333,4,4,0,0,1,1,5
0.063986928,0.698,0.546875,4,4,0,0,1,1,5
0.076929208,0.712500214,0.681481481,3.9231,3.1429,0.071006,0.97959,1,1,5
0.061107042,0.83484866,0.597222222,3.75,3.75,0.4375,0.1875,1,1,5
0.050826623,0.847907285,0.63125,3.9444,4,0.052469,0,1,1,5
0.062530408,0.79155,0.634453782,4,3.6,0,0.64,1,1,5
0.057028409,0.846458353,0.592592593,3.8125,3.75,0.15234,0.1875,1,1,5
0.058356772,0.88080821,0.74789916,3.9333,3.2,0.062222,0.56,1,1,5
0.058356772,0.984695455,0.772727273,3.7,NaN,0.61,NaN,1,2,6
0.053222008,0.975453555,0.761904762,3.6316,3,0.23269,0,1,2,6
0.052010528,0.96139996,0.7,2.8889,2,0.65432,0,1,2,6
0.052010528,0.710764308,0.5390625,2.4286,2.1667,0.95918,0.47222,1,2,6
0.052010528,0.846968876,0.680672269,2.9333,2.2,0.46222,0.56,1,2,6
0.035163432,0.966975,0.674603175,2.9474,2,0.68144,0,1,2,6
0.047434165,0.853502324,0.819327731,3.0667,1.4,0.86222,0.24,1,2,6
0.047434165,0.863231516,0.697478992,2.6,1.8,0.64,0.16,1,2,6
0.042275744,0.914475103,0.708333333,2.25,1.25,0.6875,0.1875,1,2,6
0.03945402,0.851558335,0.601851852,2,1.5,0.375,0.25,1,2,6
0.041313431,0.887847444,0.694444444,2,1,0.625,0,1,2,6
0.036820634,0.929008313,0.657894737,2.0588,1,0.99654,0,1,2,6
0.054461708,0.933566524,0.7625,3.4444,2.5,0.35802,0.25,1,2,6
0.03945402,0.90025209,0.531746032,3.3684,4,0.33795,0,1,2,6
0.041313431,0.951240313,0.6625,2.9444,2,0.60802,1,1,2,6
0.067002539,0.732424076,0.728571429,3.1667,2.25,0.13889,0.9375,1,2,6
0.037678296,0.950168966,0.65625,3.0556,2.5,0.71914,0.25,1,2,6
0.034363015,0.9631,0.75625,3.1667,2,0.69444,0,1,2,6
0.03945402,0.97140004,0.703703704,3.0625,2.25,0.68359,0.1875,1,2,6
0.061107042,0.667373353,0.553571429,2.0833,1.875,0.40972,0.60938,1,2,6
0.058356772,0.598585321,0.45,2.5833,2.75,0.57639,0.9375,1,2,6
0.063986928,0.56520199,0.453571429,1.75,1.875,0.6875,0.60938,1,2,6
0.082431131,0.696121254,0.664285714,1.6667,1.125,0.38889,0.10938,1,2,6
0.157069282,0.941925063,0.75625,3.6111,3,0.57099,0,1,2,6
0.048539049,0.661597748,0.511111111,1.3846,1.2857,0.23669,0.20408,1,2,7
0.045299276,0.781312855,0.546218487,1.4667,1.2,0.24889,0.16,1,2,7
0.045299276,0.81046683,0.546218487,1.4667,1.2,0.24889,0.16,1,2,7
0.047434165,0.89605,0.647058824,2.1333,1.4,0.64889,0.64,1,2,7
0.058356772,0.716160794,0.592592593,1.9231,1.5714,0.3787,0.2449,1,2,7
0.049669668,0.79934313,0.478991597,1.6,1.6,0.37333,0.64,1,2,7
0.062530408,0.586359853,0.581481481,1.6154,1.2857,0.39053,0.20408,1,2,7
0.050826623,0.87605968,0.560185185,2.0625,1.75,0.30859,0.1875,1,2,7
0.043260473,0.93994852,0.575,1.7778,1,0.50617,0,1,2,7
0.062530408,0.709090791,0.562962963,1.3846,1.1429,0.23669,0.12245,1,2,7
0.048539049,0.812625854,0.476851852,1.375,1.25,0.23438,0.1875,1,2,7
0.043260473,0.86588321,0.431578947,1.1176,1,0.10381,0,1,2,7
0.03945402,0.873433353,0.611111111,1.625,1,0.48438,0,1,2,7
0.045299276,0.82905,0.59375,1.5714,1.1667,0.38776,0.13889,1,2,7
0.043260473,0.812291523,0.596638655,1.6,1.2,0.24,0.16,1,2,7
0.035163432,0.84176683,0.584210526,2.1765,1.6667,0.61592,0.22222,1,2,7
0.032069431,0.915725165,0.46875,1.7222,1.5,0.31173,0.25,1,2,7
0.03945402,0.823641523,0.642857143,2,1.4,0.4,0.24,1,2,7
0.041313431,0.731312759,0.484375,1.8571,1.8333,0.55102,0.47222,1,2,7
0.028581911,0.9541,0.6,2.2222,1.5,0.50617,0.25,1,2,7
0.029928935,0.902457742,0.668421053,2,1,0.58824,0,1,2,7
0.038555937,0.812808108,0.671875,1.5714,1,0.2449,0,1,2,7
0.042275744,0.59333321,0.37037037,1.1538,1.4286,0.13018,0.2449,1,2,7
0.037678296,0.57305,0.30078125,1.2143,1.6667,0.16837,0.22222,1,2,7
0.047434165,0.945050045,0.714285714,4,4,0,0,1,1,8
0.043260473,0.836249835,0.526315789,3.5882,4,0.9481,0,1,1,8
0.049669668,0.79232342,0.703125,3.7857,2.6667,0.59694,1.8889,1,1,8
0.050826623,0.723333375,0.58203125,3.5,3,0.82143,2,1,1,8
0.040373022,0.88666679,0.715789474,4,3,0,2,1,1,8
0.046354431,0.753125165,0.592436975,3.4,3.2,1.44,1.36,1,1,8
0.036820634,0.791002532,0.5875,3.7778,4,0.28395,0,1,1,8
0.033580817,0.92161575,0.675,3.6667,3.5,0.55556,0.25,1,1,8
0.033580817,0.804791813,0.547368421,3.8235,4,0.14533,0,1,1,8
0.065477375,0.682431015,0.611888112,3,2.5556,0.54545,0.69136,1,1,8
0.157069282,0.683383796,0.805555556,3.4,1.8,0.44,1.16,1,1,8
0.047434165,0.798837661,0.6640625,2.7143,2,0.91837,0.66667,1,1,8
0.042275744,0.90005009,0.65,4,4,0,0,1,1,8
0.052010528,0.783958375,0.605042017,3.8,3.4,0.56,1.44,1,1,8
0.048539049,0.862272885,0.756302521,3.4667,2,1.0489,1.6,1,1,8
0.044268138,0.780110166,0.657407407,3.5,2.75,0.875,1.6875,1,1,8
0.040373022,0.82585878,0.526315789,3.5882,4,0.9481,0,1,1,8
0.052010528,0.8225,0.69140625,3.7857,3,0.59694,1.3333,1,1,8
0.050826623,0.8175,0.671875,3.7857,3.1667,0.31122,1.1389,1,1,8
0.043260473,0.937474336,0.833333333,3.3125,1.25,0.96484,0.1875,1,1,8
0.043260473,0.8885,0.791666667,3.875,2.75,0.10938,1.1875,1,1,8
0.059716076,0.50777824,0.414814815,3,3.2857,0.15385,0.20408,1,1,8
0.054461708,0.7369501,0.546875,3,2.8333,0.71429,0.80556,1,1,8
0.050826623,0.800416443,0.512605042,3.1333,3.4,1.1822,0.24,1,1,8
0.075178085,0.934583558,0.619047619,3.6316,4,0.44321,0,1,1,9
0.103774646,0.770202225,0.554621849,3.8,3.8,0.16,0.16,1,1,9
0.172223043,0.530625,0.475524476,3.9091,4,0.082645,0,1,1,9
0.119149235,0.711483723,0.53125,3.5714,3.6667,0.53061,0.22222,1,1,9
0.073466823,0.951973115,0.714285714,4,4,0,0,1,1,9
0.084351199,0.91389623,0.63125,3.9444,4,0.052469,0,1,1,9
0.050826623,0.9851,0.840909091,4,NaN,0,NaN,1,1,9
0.057028409,0.949097361,0.650793651,3.7895,4,0.1662,0,1,1,9
0.227034187,0.40994959,0.492857143,3.75,3.6667,0.1875,0.38889,1,1,9
0.106191868,0.53625004,0.423076923,2.7273,3.1111,0.92562,0.98765,1,1,9
0.116437067,0.526593424,0.468531469,3.5455,3.7778,0.61157,0.17284,1,1,9
0.094643602,0.660000335,0.533333333,4,4,0,0,1,1,9
0.099104017,0.919335785,0.65,4,4,0,0,1,1,9
0.099104017,0.8663,0.610526316,4,4,0,0,1,1,9
0.078721119,0.91389623,0.65,4,4,0,0,1,1,9
0.124764566,0.517362631,0.55,3.8333,3.75,0.13889,0.1875,1,1,9
0.065477375,0.907549835,0.714285714,4,4,0,0,1,1,9
0.080554769,0.7950002,0.583333333,4,4,0,0,1,1,9
0.071794514,0.865466665,0.568421053,3.8824,4,0.10381,0,1,1,9
0.057028409,0.902430741,0.698412698,3.9474,4,0.049861,0,1,1,9
0.063986928,0.7948992,0.537037037,3.875,4,0.10938,0,1,1,9
0.084351199,0.639583148,0.5,3.8462,4,0.28402,0,1,1,9
0.082431131,0.72351131,0.533333333,4,4,0,0,1,1,9
0.124764566,0.52999997,0.51048951,4,4,0,0,1,1,9
0.057028409,0.72166669,0.521008403,3,3,0,0,1,2,10
0.049669668,0.85146377,0.536842105,3,3,0,0,1,2,10
0.048539049,0.7746156,0.527777778,3,3,0,0,1,2,10
0.065477375,0.64291683,0.511111111,3,3,0,0,1,2,10
0.042275744,0.84379996,0.5125,2.8889,3,0.098765,0,1,2,10
0.050826623,0.76833331,0.521008403,3,3,0,0,1,2,10
0.050826623,0.745,0.521008403,3,3,0,0,1,2,10
0.063986928,0.64848519,0.511111111,3,3,0,0,1,2,10
0.052010528,0.760625125,0.495798319,2.9333,3,0.062222,0,1,2,10
0.050826623,0.7920204,0.527777778,3,3,0,0,1,2,10
0.054461708,0.76923099,0.521008403,3,3,0,0,1,2,10
0.068563228,0.66828266,0.511111111,3,3,0,0,1,2,10
0.053222008,0.82176683,0.606481481,3,2.75,0,0.1875,1,2,10
0.052010528,0.82666683,0.536842105,3,3,0,0,1,2,10
0.054461708,0.80692326,0.527777778,3,3,0,0,1,2,10
0.055730284,0.74747499,0.521008403,3,3,0,0,1,2,10
0.042275744,0.892,0.55,3,3,0,0,1,2,10
0.063986928,0.62923113,0.511111111,3,3,0,0,1,2,10
0.067002539,0.678958353,0.481481481,2.9231,3,0.071006,0,1,2,10
0.078721119,0.58166683,0.507142857,3,3,0,0,1,2,10
0.048539049,0.87621122,0.55,3,3,0,0,1,2,10
0.031339442,0.9802,0.613636364,3,NaN,0,NaN,1,2,10
0.059716076,0.6930306,0.515625,3,3,0,0,1,2,10
0.176234633,0.48515153,0.5,3,3,0,0,1,2,10
0.442681384,0.548799978,0.678321678,3.2222,2.6364,0.39506,0.2314,1,1,11
0.227034187,0.792500063,0.804195804,3.6364,2.1111,0.77686,0.98765,1,1,11
0.157069282,0.80187496,0.597222222,2.9375,2.5,1.0586,1.25,1,1,11
0.188838812,0.8595,0.701680672,3.5333,3,0.91556,0.4,1,1,11
0.164471729,0.81546675,0.526315789,3,3.3333,1.4118,0.22222,1,1,11
0.176234633,0.90955,0.861344538,3.7333,2.4,0.19556,0.24,1,1,11
0.133687641,0.904830316,0.6,3.4444,3.5,0.58025,0.25,1,1,11
0.202344432,0.708175023,0.655555556,3.2308,2.7143,1.2544,0.4898,1,1,11
0.143248888,0.922852287,0.742105263,3.2941,2.3333,0.79585,0.22222,1,1,11
0.111196536,0.898072092,0.619047619,3.5789,4,0.87535,0,1,1,11
0.146585583,0.7959998,0.533613445,3,3.2,1.3333,0.16,1,1,11
0.136801626,0.7903625,0.587962963,3.5625,3.5,0.37109,0.25,1,1,11
0.111196536,0.960302025,0.7375,3.2778,2,0.42284,1,1,1,11
0.111196536,0.96207025,0.868421053,3.7059,2,0.32526,0,1,1,11
0.096848134,0.95570662,0.7625,3.4444,2.5,0.35802,0.25,1,1,11
0.101412446,0.980308353,0.863157895,3.7647,2,0.29758,0.66667,1,1,11
0.143248888,0.850476109,0.732142857,3.75,3,0.35417,0.5,1,1,11
0.108665394,0.841212255,0.731092437,3.2667,2,0.59556,1.6,1,1,11
0.099104017,0.854,0.689814815,3.25,2.25,1.1875,1.6875,1,1,11
0.133687641,0.825169084,0.833333333,3.6923,2.5714,0.21302,0.2449,1,1,11
0.103774646,0.916925103,0.726315789,3.3529,2.6667,0.58131,0.22222,1,1,11
0.101412446,0.91955,0.828703704,3.6875,2.5,0.33984,0.25,1,1,11
0.119149235,0.809121109,0.703125,3.2857,2.3333,1.2041,1.2222,1,1,11
0.113786636,0.836666426,0.659663866,3.3333,2.8,0.62222,0.56,1,1,11
0.116437067,0.78479765,0.596638655,3.2,3,0.16,0,1,2,12
0.124764566,0.809374875,0.672268908,3.9333,3.6,0.062222,0.24,1,2,12
0.096848134,0.8275,0.568421053,3.8824,4,0.10381,0,1,2,12
0.103774646,0.76458346,0.532407407,3.4375,3.5,0.24609,0.25,1,2,12
0.121924577,0.745050704,0.63671875,3.9286,3.6667,0.066327,0.22222,1,2,12
0.055730284,0.9851,0.806818182,3.85,NaN,0.1275,NaN,1,2,12
0.076929208,0.90005009,0.65,4,4,0,0,1,2,12
0.094643602,0.794000195,0.512605042,3.8667,4,0.11556,0,1,2,12
0.082431131,0.785416648,0.467592593,3.6875,4,0.21484,0,1,2,12
0.062530408,0.873,0.6125,3.8889,4,0.098765,0,1,2,12
0.073466823,0.841262285,0.648148148,3.9375,3.5,0.058594,0.75,1,2,12
0.062530408,0.90005009,0.65,4,4,0,0,1,2,12
0.119149235,0.64848519,0.511111111,3,3,0,0,1,2,12
0.078721119,0.93646471,0.75,3.9444,3.5,0.052469,0.25,1,2,12
0.078721119,0.88142869,0.63125,3.9444,4,0.052469,0,1,2,12
0.078721119,0.837500085,0.536842105,3.5294,3.6667,0.24913,0.22222,1,2,12
0.059716076,0.98237222,0.793650794,3.4737,2,0.35457,0,1,2,12
0.062530408,0.921121179,0.736842105,3.8235,3.3333,0.14533,0.22222,1,2,12
0.076929208,0.75833354,0.68359375,3.7857,3,0.31122,1.3333,1,2,12
0.084351199,0.655505294,0.548148148,3.7692,3.7143,0.17751,0.20408,1,2,12
0.063986928,0.78625008,0.546296296,3.6875,3.75,0.21484,0.1875,1,2,12
0.065477375,0.80494525,0.560185185,3.9375,4,0.058594,0,1,2,12
0.067002539,0.80500019,0.583333333,4,4,0,0,1,2,12
0.076929208,0.79205,0.546875,4,4,0,0,1,2,12
0.216815966,0.944266585,0.71875,3.5,3,0.36111,0,1,1,13
0.15,0.978433353,0.76984127,3.3684,2,0.44321,0,1,1,13
0.133687641,0.83359179,0.7421875,3.4286,2.6667,0.38776,0.22222,1,1,13
0.164471729,0.794216648,0.73046875,3.2857,2.5,0.4898,0.25,1,1,13
0.124764566,0.959897985,0.75,3.3889,2.5,0.34877,0.25,1,1,13
0.143248888,0.83705,0.697478992,3.2667,2.6,0.59556,0.24,1,1,13
0.121924577,0.933383295,0.673684211,3.2353,2.6667,0.65052,0.22222,1,1,13
0.168302768,0.789949145,0.666666667,3.6154,3.1429,0.23669,0.40816,1,1,13
0.136801626,0.84065625,0.697478992,3.4667,3,0.51556,0,1,1,13
0.121924577,0.96105,0.863157895,3.7647,2.3333,0.17993,0.22222,1,1,13
0.136801626,0.90323194,0.798319328,3.6667,2.8,0.22222,0.16,1,1,13
0.143248888,0.89035313,0.781512605,3.3333,2.2,0.35556,0.56,1,1,13
0.116437067,0.755709553,0.63671875,3.2143,2.8333,0.45408,0.13889,1,1,13
0.101412446,0.903787485,0.75,3.5,2.75,0.375,0.1875,1,1,13
0.116437067,0.821533712,0.734375,3.5,2.8333,0.39286,0.13889,1,1,13
0.133687641,0.77305,0.725925926,3.3846,2.5714,0.39053,0.53061,1,1,13
0.09248925,0.908585415,0.625,3.2222,3,0.17284,0,1,1,13
0.101412446,0.912120851,0.810185185,3.6875,2.75,0.21484,0.1875,1,1,13
0.101412446,0.90955,0.768518519,3.5625,2.75,0.37109,0.1875,1,1,13
0.090383938,0.874343499,0.631578947,3.3529,3,0.22837,0.66667,1,1,13
0.133687641,0.588585275,0.532142857,3.0833,3,0.57639,0.5,1,1,13
0.113786636,0.893484425,0.80859375,3.3571,2.1667,0.51531,0.13889,1,1,13
0.099104017,0.81641383,0.592592593,3,2.75,0.375,0.1875,1,1,13
0.127670706,0.806808469,0.785185185,3.6154,2.5714,0.23669,0.53061,1,1,13
0.103774646,0.81305,0.568421053,3.8824,4,0.10381,0,1,2,14
0.101412446,0.847133353,0.638888889,3.9375,3.75,0.058594,0.1875,1,2,14
0.111196536,0.71500028,0.546875,4,4,0,0,1,2,14
0.176234633,0.62375,0.51048951,4,4,0,0,1,2,14
0.057028409,0.9851,0.840909091,4,NaN,0,NaN,1,2,14
0.088326548,0.79375,0.578947368,3.8235,4,0.49827,0,1,2,14
0.050826623,0.98465,0.829545455,3.95,NaN,0.0475,NaN,1,2,14
0.099104017,0.71959523,0.51953125,3.9286,4,0.066327,0,1,2,14
0.078721119,0.76648375,0.529411765,3.8,4,0.56,0,1,2,14
0.075178085,0.840808245,0.638888889,3.875,3.5,0.23438,0.75,1,2,14
0.136801626,0.614121128,0.552447552,4,3.8889,0,0.098765,1,2,14
0.080554769,0.8909092,0.694736842,3.9412,3.3333,0.055363,0.88889,1,2,14
0.09248925,0.94005,0.698412698,3.9474,4,0.049861,0,1,2,14
0.101412446,0.71959523,0.588888889,4,3.7143,0,0.4898,1,2,14
0.088326548,0.74255,0.56302521,4,4,0,0,1,2,14
0.076929208,0.79464281,0.610526316,4,4,0,0,1,2,14
0.080554769,0.728681601,0.560185185,3.9375,4,0.058594,0,1,2,14
0.15,0.68428058,0.472027972,3.6364,3.8889,0.77686,0.098765,1,2,14
0.111196536,0.740883335,0.514814815,3.7692,3.5714,0.17751,1.102,1,2,14
0.084351199,0.83494966,0.578947368,3.8235,4,0.49827,0,1,2,14
0.108665394,0.769285968,0.578125,3.9286,3.8333,0.066327,0.13889,1,2,14
0.073466823,0.94055,0.714285714,4,4,0,0,1,2,14
0.101412446,0.725303325,0.5859375,3.8571,3.5,0.26531,1.25,1,2,14
0.111196536,0.59015141,0.503703704,3.9231,4,0.071006,0,1,2,14
0.232322493,0.85984163,0.601851852,2.5,2,0.875,0,1,1,15
0.29247669,0.65729146,0.466666667,2.8462,3,0.59172,0.57143,1,1,15
0.221866258,0.9223833,0.736842105,3.1765,2.3333,0.38062,0.22222,1,1,15
0.227034187,0.844192075,0.62037037,3.125,2.75,0.73438,0.6875,1,1,15
0.20705764,0.934633358,0.763157895,2.7647,1.3333,0.65052,0.22222,1,1,15
0.285819108,0.77405,0.740740741,2.8462,1.8571,0.59172,0.40816,1,1,15
0.211880632,0.915453671,0.671296296,2.3125,1.5,0.58984,0.25,1,1,15
0.320694313,0.696,0.646428571,1.9167,1.375,0.57639,0.23438,1,1,15
0.216815966,0.9451,0.763157895,2.7647,1.6667,0.17993,0.22222,1,1,15
0.254736548,0.915324861,0.802521008,2.8,1.4,0.56,0.24,1,1,15
0.299289347,0.711111501,0.7,2.2308,1.4286,0.63905,0.2449,1,1,15
0.29247669,0.854040015,0.77734375,2.6429,1.1667,1.0867,0.13889,1,1,15
0.442681384,0.883566552,0.839285714,3.0833,1.625,0.57639,0.23438,1,1,15
0.359824938,0.87055,0.75210084,3.0667,2,0.59556,0.4,1,1,15
0.27931307,0.913175188,0.575,3.1111,3,1.0988,1,1,1,15
0.15,0.983483335,0.75,3.6,NaN,0.34,NaN,1,1,15
0.343630148,0.765049978,0.5859375,3,2.6667,1.1429,0.88889,1,1,15
0.232322493,0.966863216,0.79375,3.1667,2,0.25,0,1,1,15
